,companyName,company_starRating,company_offeredRole,company_roleLocation,company_salary_raw,companyHQ,company_founded,company_industry,company_revenue,company_size,company_type,company_sector,requested_url,search_state,company_salary,job_seniority,job_title
3575,BOSS AI,1.0,Data Scientist,TN,Employer est.:$135K - $165K ,"Nashville, TN",,,Unknown / Non-Applicable,1 to 50 Employees,Company - Private,,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1136043&s=58&guid=000001868d8981298c033439f58a38f5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_77cf4d8c&cb=1677411844729&jobListingId=1008487042552&jrtk=3-0-1gq6oj0ab2dun001-1gq6oj0b1irmp800-6efcc8b2f73062bc-,TN,150.0,no prefix,data_science
3576,UBS,3.9,Data Analytics & Automation Specialist - Emerging Solutions,TN,$91K - $141K (Glassdoor est.),"ZÃÂÃÂ¼rich, Switzerland",1862.0,Investment & Asset Management,$10+ billion (USD),10000+ Employees,Company - Public,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=000001868d8981298c033439f58a38f5&src=GD_JOB_AD&t=SR&vt=w&cs=1_a3762cc8&cb=1677411844733&jobListingId=1008465223910&jrtk=3-0-1gq6oj0ab2dun001-1gq6oj0b1irmp800-f512b429c20edcf2-,TN,116.0,no prefix,data_analytics
3577,University of Memphis,4.0,Assistant Professor-Data Science,TN,$52K - $92K (Glassdoor est.),"Memphis, TN",1912.0,Colleges & Universities,$100 to $500 million (USD),1001 to 5000 Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1136043&s=58&guid=000001868d8981298c033439f58a38f5&src=GD_JOB_AD&t=SR&vt=w&cs=1_5f9b4b43&cb=1677411844730&jobListingId=1008329377160&jrtk=3-0-1gq6oj0ab2dun001-1gq6oj0b1irmp800-9f6a3d1e28e4df30-,TN,72.0,no prefix,professor
3578,Cognizant,3.8,Azure Data Engineer,TN,$80K - $112K (Glassdoor est.),"Teaneck, NJ",1994.0,Information Technology Support Services,$10+ billion (USD),10000+ Employees,Company - Public,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1136043&s=58&guid=000001868d8981298c033439f58a38f5&src=GD_JOB_AD&t=SR&vt=w&cs=1_69ab0275&cb=1677411844730&jobListingId=1008197086631&jrtk=3-0-1gq6oj0ab2dun001-1gq6oj0b1irmp800-ac31194e89affc39-,TN,96.0,no prefix,data_engineer
3579,Careoperative Llc,4.2,Provider Data Analyst,TN,$43K - $61K (Glassdoor est.),"Nashville, TN",,Internet & Web Services,$5 to $25 million (USD),51 to 200 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=1136043&s=58&guid=000001868d8981298c033439f58a38f5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_14eb73f8&cb=1677411844729&jobListingId=1008405849328&jrtk=3-0-1gq6oj0ab2dun001-1gq6oj0b1irmp800-f3de6344d5e4e26f-,TN,52.0,no prefix,data_analytics
3580,Tristar Health,3.7,Data Scientist,TN,$82K - $118K (Glassdoor est.),"Brentwood, TN",,Health Care Services & Hospitals,Unknown / Non-Applicable,5001 to 10000 Employees,Hospital,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1136043&s=58&guid=000001868d8981298c033439f58a38f5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7c881cee&cb=1677411844729&jobListingId=1008492625369&jrtk=3-0-1gq6oj0ab2dun001-1gq6oj0b1irmp800-185fcfe082661446-,TN,100.0,no prefix,data_science
3581,Direct Connection Inc in Memphis,,Business Intelligence and Data Science Developer,TN,$65K - $94K (Glassdoor est.),"Memphis, TN",2017.0,Taxi & Car Services,Unknown / Non-Applicable,1 to 50 Employees,Company - Private,Transportation & Logistics,https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1136043&s=58&guid=000001868d8981298c033439f58a38f5&src=GD_JOB_AD&t=SR&vt=w&cs=1_28e73fbd&cb=1677411844730&jobListingId=1008151333975&jrtk=3-0-1gq6oj0ab2dun001-1gq6oj0b1irmp800-b3b951a3241eb542-,TN,79.5,no prefix,business_analytics
3582,Kenco Management Services LLC,3.4,Data Scientist,TN,$70K - $107K (Glassdoor est.),"Chattanooga, TN",1950.0,Shipping & Trucking,$500 million to $1 billion (USD),1001 to 5000 Employees,Company - Private,Transportation & Logistics,https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=1136043&s=58&guid=000001868d8981298c033439f58a38f5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b6b8dd5a&cb=1677411844729&jobListingId=1008489344704&jrtk=3-0-1gq6oj0ab2dun001-1gq6oj0b1irmp800-f4ee9b2598152b7d-,TN,88.5,no prefix,data_science
3583,Meharry Medical College,3.7,Data Engineer,TN,$73K - $106K (Glassdoor est.),"Nashville, TN",,Colleges & Universities,$100 to $500 million (USD),501 to 1000 Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=214&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_f27bc29f&cb=1677412368789&jobListingId=1008460887427&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-b886e2d0feb24e3a-,TN,89.5,no prefix,data_engineer
3584,Deloitte,4.1,Data Science Program Manager - SFL Scientific,TN,$86K - $134K (Glassdoor est.),"New York, NY",1850.0,Accounting & Tax,$10+ billion (USD),10000+ Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=204&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_dbe20193&cb=1677412368788&jobListingId=1008208629775&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-cbdf4f3e084a7d5c-,TN,110.0,senior,data_science
3585,Fortitude Re,3.4,"Associate, Investments",TN,$57K - $97K (Glassdoor est.),"Hamilton, TN",2017.0,Insurance Carriers,Unknown / Non-Applicable,201 to 500 Employees,Company - Private,Insurance,https://www.glassdoor.com/partner/jobListing.htm?pos=217&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0ad1d203&cb=1677412368790&jobListingId=1008441528992&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-36aa76b1a9f61236-,TN,77.0,no prefix,other title
3586,OMNIA Partners,4.1,Senior Data Analyst,TN,$76K - $105K (Glassdoor est.),"Franklin, TN",,Business Consulting,$25 to $100 million (USD),51 to 200 Employees,Company - Private,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=202&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_88bfa264&cb=1677412368788&jobListingId=1008348550979&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-a4d6538d6f1e2397-,TN,90.5,senior,data_analytics
3587,Genesco Inc,4.1,Senior Data Analyst - Hybrid/Remote,TN,$70K - $111K (Glassdoor est.),"Nashville, TN",1925.0,"Department, Clothing & Shoe Stores",$1 to $5 billion (USD),10000+ Employees,Company - Public,Retail & Wholesale,https://www.glassdoor.com/partner/jobListing.htm?pos=203&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_80e28949&cb=1677412368788&jobListingId=1008438232514&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-ae1954c426ace18e-,TN,90.5,senior,data_analytics
3588,"Strata-G, LLC",5.0,Environmental Scientist - Sustainability and Client Data Analyst,TN,$54K - $83K (Glassdoor est.),"Knoxville, TN",,Business Consulting,Unknown / Non-Applicable,Unknown,Company - Private,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=209&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_63913554&cb=1677412368789&jobListingId=1008415532071&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-5b1d07454db2e4a2-,TN,68.5,no prefix,data_analytics
3589,S&P Global,4.1,"Senior Analyst, Data Onboarding",TN,Employer est.:$70K - $139K ,"New York, NY",1888.0,Research & Development,$5 to $10 billion (USD),10000+ Employees,Company - Public,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=227&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_23253539&cb=1677412368791&jobListingId=1008334483159&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-1e455aeec60069e5-,TN,104.5,senior,other title
3590,"Uster Technologies, Inc. (a Toyota subsidiary)",3.8,Applied Scientist,TN,$44K - $67K (Glassdoor est.),"Uster, Switzerland",1875.0,,$10+ billion (USD),Unknown,Unknown,,https://www.glassdoor.com/partner/jobListing.htm?pos=222&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_98abc475&cb=1677412368790&jobListingId=1008323172004&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-c37fe693be64405d-,TN,55.5,no prefix,other title
3591,SOUTH COLLEGE,3.2,Senior Data Analyst,TN,$62K - $88K (Glassdoor est.),"Knoxville, TN",2001.0,Colleges & Universities,Unknown / Non-Applicable,1001 to 5000 Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=207&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c0b9b696&cb=1677412368788&jobListingId=1008455021210&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-8cc1b8041598f51a-,TN,75.0,senior,data_analytics
3592,University of Tennessee,4.2,Post Doctoral Research Associate,TN,Employer est.:$60K ,"Knoxville, TN",1794.0,Colleges & Universities,$1 to $5 billion (USD),10000+ Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=219&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_84a4be4c&cb=1677412368790&jobListingId=1008260035511&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-b5f2fa6d5bdebe74-,TN,60.0,no prefix,other title
3593,Asurion,3.3,Quantitative Analyst 2,TN,$74K - $108K (Glassdoor est.),"Nashville, TN",1994.0,Information Technology Support Services,Unknown / Non-Applicable,10000+ Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=223&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_e5bdb2c2&cb=1677412368790&jobListingId=1008473028705&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-95d4889fdc6e0b37-,TN,91.0,no prefix,other title
3594,Bridgestone Americas,3.9,Lead Data Engineer,TN,$94K - $135K (Glassdoor est.),"Nashville, TN",1931.0,Machinery Manufacturing,$10+ billion (USD),10000+ Employees,Subsidiary or Business Segment,Manufacturing,https://www.glassdoor.com/partner/jobListing.htm?pos=228&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_d5acfa5e&cb=1677412368791&jobListingId=1008373960329&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-484d8bd62f78c941-,TN,114.5,senior,data_engineer
3595,Meharry Medical College,3.7,"Data Analyst, Medical Informatics (EDA)",TN,$58K - $86K (Glassdoor est.),"Nashville, TN",,Colleges & Universities,$100 to $500 million (USD),501 to 1000 Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=221&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_a03404d4&cb=1677412368790&jobListingId=1008460887437&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-a1e67944c207ffc1-,TN,72.0,no prefix,data_analytics
3596,Main Street Health,,Sr. Data Analyst,TN,$58K - $80K (Glassdoor est.),"Nashville, TN",,,Unknown / Non-Applicable,1 to 50 Employees,Company - Public,,https://www.glassdoor.com/partner/jobListing.htm?pos=201&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7304e004&cb=1677412368788&jobListingId=1008275153906&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-73a68345ce1965f8-,TN,69.0,senior,data_analytics
3597,St. Jude Children's Research Hospital,4.6,Data Analyst II,TN,$44K - $62K (Glassdoor est.),"Memphis, TN",1962.0,Health Care Services & Hospitals,Unknown / Non-Applicable,5001 to 10000 Employees,Nonprofit Organization,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=205&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_39355ac5&cb=1677412368788&jobListingId=1008457043159&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-a06fbf93fc193a57-,TN,53.0,no prefix,data_analytics
3598,Change Healthcare,3.5,Data Mining Analyst,TN,Employer est.:$68K - $167K ,"Nashville, TN",2007.0,Information Technology Support Services,Unknown / Non-Applicable,10000+ Employees,Company - Public,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=206&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_68faee8f&cb=1677412368788&jobListingId=1007738233642&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-1d3e53df34a78d75-,TN,117.5,no prefix,other title
3599,Logic20/20 Inc.,3.8,Big Data Engineer - PySpark,TN,Employer est.:$130K - $163K ,"Seattle, WA",2005.0,Business Consulting,$25 to $100 million (USD),201 to 500 Employees,Company - Private,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=211&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_7223599a&cb=1677412368789&jobListingId=1008429769201&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-e5f1d8a62111f94c-,TN,146.5,no prefix,data_engineer
3600,Bridgestone Americas,3.9,Lead Data Scientist,TN,$91K - $133K (Glassdoor est.),"Nashville, TN",1931.0,Machinery Manufacturing,$10+ billion (USD),10000+ Employees,Subsidiary or Business Segment,Manufacturing,https://www.glassdoor.com/partner/jobListing.htm?pos=216&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_793debfa&cb=1677412368790&jobListingId=1007914074945&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-e1714c9cb79d3e61-,TN,112.0,senior,data_science
3601,Experian,4.3,Production Control Analyst (Hybrid office/remote),TN,$45K - $73K (Glassdoor est.),"Dublin, Ireland",1980.0,Research & Development,$5 to $10 billion (USD),10000+ Employees,Company - Public,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=215&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_046792d1&cb=1677412368789&jobListingId=1008287504394&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-5d02f9dfeeb7e752-,TN,59.0,no prefix,other title
3602,Plaxonic Technologies,4.6,Crisis Pay - Lead Data Engineer // Urgent Requirement,TN,Employer est.:$110K - $130K ,"Noida, India",2013.0,Information Technology Support Services,$1 to $5 million (USD),51 to 200 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=218&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7eeee5e4&cb=1677412368790&jobListingId=1008426669694&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-6029469c3747fa63-,TN,120.0,senior,data_engineer
3603,Blue X Technologies,,Lead Data Engineer,TN,Employer est.:$111K - $121K ,,,,,,,,https://www.glassdoor.com/partner/jobListing.htm?pos=226&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c5445d7f&cb=1677412368791&jobListingId=1008428339182&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-c84b4d9e923b12db-,TN,116.0,senior,data_engineer
3604,edX Boot Camps,3.8,Data Analytics & Visualization Instructor - Vanderbilt University (Remote),TN,Employer est.:$43.92 - $47.06 Per Hour,"Cambridge, MA",2012.0,Colleges & Universities,$25 to $100 million (USD),51 to 200 Employees,Nonprofit Organization,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=225&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_77f0b031&cb=1677412368791&jobListingId=1008238610522&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-f3ebfaee6534c123-,TN,94.6192,no prefix,professor
3605,Ryder System,3.7,Senior Data Analyst,TN,Employer est.:$70K - $95K ,"Medley, FL",1933.0,Shipping & Trucking,$5 to $10 billion (USD),Unknown,Company - Public,Transportation & Logistics,https://www.glassdoor.com/partner/jobListing.htm?pos=210&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_1e723e5a&cb=1677412368789&jobListingId=1008431138473&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-996b2f6bf877e6b6-,TN,82.5,senior,data_analytics
3606,Kuehne+Nagel,3.8,Director of Data Science,TN,$99K - $145K (Glassdoor est.),"Feusisberg, Switzerland",1890.0,Marine Transportation,$5 to $25 million (USD),10000+ Employees,Company - Public,Transportation & Logistics,https://www.glassdoor.com/partner/jobListing.htm?pos=229&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&cs=1_e58b4501&cb=1677412368791&jobListingId=1008445539056&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-287a31f36acc21f8-,TN,122.0,senior,data_science
3607,Fortitude Re,3.4,Investments Summer Analyst,TN,$54K - $85K (Glassdoor est.),"Hamilton, TN",2017.0,Insurance Carriers,Unknown / Non-Applicable,201 to 500 Employees,Company - Private,Insurance,https://www.glassdoor.com/partner/jobListing.htm?pos=224&ao=1136043&s=58&guid=000001868d9180788b07e2c7a60c3437&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b2d54f2d&cb=1677412368790&jobListingId=1008284238352&jrtk=3-0-1gq6p304v209o001-1gq6p305kkf1q800-b3c7be6333d6988a-,TN,69.5,no prefix,other title
3608,Gainwell Technologies LLC,3.4,Senior Professional Data Sciences,TN,Employer est.:$69K - $99K ,"Conway, AR",2020.0,Information Technology Support Services,Unknown / Non-Applicable,10000+ Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=301&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_fafdd961&cb=1677412918369&jobListingId=1008378614318&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-0e656a9b6f7bce19-,TN,84.0,senior,data_science
3609,St. Jude Children's Research Hospital,4.6,Database Analyst I,TN,$47K - $66K (Glassdoor est.),"Memphis, TN",1962.0,Health Care Services & Hospitals,Unknown / Non-Applicable,5001 to 10000 Employees,Nonprofit Organization,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=310&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_db1a0df3&cb=1677412918370&jobListingId=1008440695445&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-76702b28e0e5322c-,TN,56.5,no prefix,other title
3610,Vanderbilt University,4.2,"Associate Director, Career Management Center, Owen Graduate School of Management(Hybrid)",TN,$38K - $58K (Glassdoor est.),"Nashville, TN",1873.0,Colleges & Universities,Unknown / Non-Applicable,5001 to 10000 Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=312&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_4c93bdef&cb=1677412918370&jobListingId=1008491604083&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-353e8883ef8b1085-,TN,48.0,senior,other title
3611,Deloitte,4.1,"Artificial Intelligence Leader, Healthcare - SFL Scientific",TN,$79K - $122K (Glassdoor est.),"New York, NY",1850.0,Accounting & Tax,$10+ billion (USD),10000+ Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_c18d4e20&cb=1677412918371&jobListingId=1008480006433&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-6a5767418b4191d0-,TN,100.5,senior,other title
3612,BlueCross BlueShield of South Carolina,3.4,Statistical Programming Analyst IV - CGS (REMOTE)),TN,$58K - $88K (Glassdoor est.),"Chicago, IL",1948.0,Insurance Carriers,$500 million to $1 billion (USD),1001 to 5000 Employees,Nonprofit Organization,Insurance,https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_41b3fac2&cb=1677412918371&jobListingId=1008424601395&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-d4b111ea1af4dfc7-,TN,73.0,no prefix,other title
3613,Change Healthcare,3.5,Senior Data Analyst ÃÂ¢ÃÂÃÂ Claims Editing/CXT Cloud Operations,TN,Employer est.:$82K - $202K ,"Nashville, TN",2007.0,Information Technology Support Services,Unknown / Non-Applicable,10000+ Employees,Company - Public,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_5aa4acf8&cb=1677412918371&jobListingId=1008461126794&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-2d9beed4e0bb660f-,TN,142.0,senior,data_analytics
3614,Rhodes College,4.1,Senior Institutional Research & Data Analyst,TN,$53K - $79K (Glassdoor est.),"Memphis, TN",1848.0,Colleges & Universities,$25 to $100 million (USD),501 to 1000 Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_3417baea&cb=1677412918370&jobListingId=1008474197659&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-2f0f8767f0a85e4c-,TN,66.0,senior,data_analytics
3615,CEDENT,,Principal Data Scientist,TN,Employer est.:$150K - $180K ,"Frisco, TX",,Computer Hardware Development,Less than $1 million (USD),1 to 50 Employees,Contract,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=309&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8583e578&cb=1677412918370&jobListingId=1008481667367&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-925605c85df527a6-,TN,165.0,senior,data_science
3616,S&P Global,4.1,Lead Data Scientist,TN,Employer est.:$104K - $206K ,"New York, NY",1888.0,Research & Development,$5 to $10 billion (USD),10000+ Employees,Company - Public,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_d573ee6f&cb=1677412918370&jobListingId=1008206279569&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-72c5fb905ac977d0-,TN,155.0,senior,data_science
3617,ClientSolv Technologies,3.6,Applied Machine Learning Engineer,TN,Employer est.:$130K - $150K ,"Greenwood Village, CO",1994.0,Information Technology Support Services,Unknown / Non-Applicable,Unknown,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_68eb8076&cb=1677412918371&jobListingId=1008276445453&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-2bae2b012b6e1e58-,TN,140.0,no prefix,machine_learning_engineer
3618,SEI,3.9,Data and Analytics Consultant,TN,$80K - $111K (Glassdoor est.),"Oaks, PA",1968.0,Investment & Asset Management,$1 to $5 billion (USD),1001 to 5000 Employees,Company - Public,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=302&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_dac195aa&cb=1677412918369&jobListingId=1008218584943&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-fce36391335377e4-,TN,95.5,no prefix,other title
3619,"Systems Evolution, Inc",4.6,Data and Analytics Consultant,TN,$78K - $114K (Glassdoor est.),"Cincinnati, OH",1992.0,Business Consulting,$25 to $100 million (USD),201 to 500 Employees,Company - Private,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=306&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_fffb108d&cb=1677412918369&jobListingId=1008267921775&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-e8e7125f6333f712-,TN,96.0,no prefix,other title
3620,Lipscomb University,3.7,Assistant/Associate/Full Professor in Data Analytics/Data Science,TN,$36K - $62K (Glassdoor est.),"Nashville, TN",1891.0,Colleges & Universities,$100 to $500 million (USD),501 to 1000 Employees,College / University,Education,https://www.glassdoor.com/partner/jobListing.htm?pos=315&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_85ee316a&cb=1677412918370&jobListingId=1008151527557&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-dc54314fcf43c1e6-,TN,49.0,no prefix,professor
3621,FLEETCOR,3.4,"VP, Business Analytics and Financial Planning and Analysis",TN,$79K - $108K (Glassdoor est.),"Atlanta, GA",2000.0,Financial Transaction Processing,$1 to $5 billion (USD),10000+ Employees,Company - Public,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e9bebfa7&cb=1677412918371&jobListingId=1008441528972&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-9db0fe90fe0e56ef-,TN,93.5,no prefix,business_analytics
3622,Deloitte,4.1,"Manager, Confidentiality & Privacy - Technology and Data Risk Management - Risk & Brand Protection",TN,$95K - $136K (Glassdoor est.),"New York, NY",1850.0,Accounting & Tax,$10+ billion (USD),10000+ Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=308&ao=1136043&s=58&guid=000001868d99e333a0e052d409da0690&src=GD_JOB_AD&t=SR&vt=w&cs=1_68f8df4c&cb=1677412918370&jobListingId=1008466352761&jrtk=3-0-1gq6pjoqugrgh801-1gq6pjorj20hg000-dc8b784b57620af2-,TN,115.5,senior,other title
